,appMatrName,edName,apptName,status
514,公开募集基金募集申请注册-易方达中证2000交易型开放式指数证券投资基金,机构部,易方达基金管理有限公司,接收材料@20230811-->受理通知@20230816-->行政许可决定书@20230825-->
515,公开募集基金募集申请注册-宏利均衡成长混合型证券投资基金,机构部,宏利基金管理有限公司,接收材料@20230811-->受理通知@20230816-->行政许可决定书@20230911-->
516,公开募集基金募集申请注册-华夏中证2000交易型开放式指数证券投资基金,机构部,华夏基金管理有限公司,接收材料@20230811-->受理通知@20230816-->行政许可决定书@20230825-->
517,公开募集基金募集申请注册-南方中证电网设备主题交易型开放式指数证券投资基金,机构部,南方基金管理股份有限公司,接收材料@20230811-->补正通知@20230816-->
518,公开募集基金募集申请注册-平安标普生物科技精选行业交易型开放式指数证券投资基金（QDII）,机构部,平安基金管理有限公司,接收材料@20230811-->
519,公开募集基金募集申请注册-国泰中证全指集成电路交易型开放式指数证券投资基金,机构部,国泰基金管理有限公司,接收材料@20230810-->受理通知@20230810-->行政许可决定书@20230818-->
520,公开募集基金募集申请注册-易方达国证机器人产业交易型开放式指数证券投资基金,机构部,易方达基金管理有限公司,接收材料@20230810-->受理通知@20230810-->行政许可决定书@20230818-->
521,公开募集基金募集申请注册-华安中证全指软件开发交易型开放式指数证券投资基金,机构部,华安基金管理有限公司,接收材料@20230810-->受理通知@20230810-->行政许可决定书@20230818-->
522,公开募集基金募集申请注册-嘉实中证全指集成电路交易型开放式指数证券投资基金,机构部,嘉实基金管理有限公司,接收材料@20230810-->受理通知@20230810-->行政许可决定书@20230818-->
523,公司首次公开发行股票注册,发行部,山东腾达紧固科技股份有限公司,接收材料@20230810-->
524,上市公司向特定对象发行股票注册,发行部,东莞怡合达自动化股份有限公司,接收材料@20230810-->
525,公开募集基金募集申请注册-鹏华上证科创板100交易型开放式指数证券投资基金,机构部,鹏华基金管理有限公司,接收材料@20230810-->受理通知@20230811-->行政许可决定书@20230821-->
526,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,内蒙古欧晶科技股份有限公司,接收材料@20230810-->
527,公开募集基金募集申请注册-国泰上证科创板100交易型开放式指数证券投资基金,机构部,国泰基金管理有限公司,接收材料@20230810-->受理通知@20230811-->行政许可决定书@20230821-->
528,上市公司向特定对象发行股票注册,发行部,长沙景嘉微电子股份有限公司,接收材料@20230810-->
529,公开募集基金募集申请注册-中欧周期优选混合型发起式证券投资基金,机构部,中欧基金管理有限公司,接收材料@20230810-->受理通知@20230811-->
530,合格境外投资者资格许可,机构部,雅柏资本投资有限公司,接收材料@20230810-->受理通知@20230810-->一次书面反馈@20230817-->
531,公开募集基金募集申请注册-景顺长城中证全指农牧渔交易型开放式指数证券投资基金,机构部,景顺长城基金管理有限公司,接收材料@20230810-->补正通知@20230811-->
532,从事公募基金销售的机构注册,机构部,富邦华一银行有限公司,接收材料@20230810-->受理通知@20230814-->一次书面反馈@20230817-->
533,公开募集基金募集申请注册-博时国证粮食产业指数型发起式证券投资基金,机构部,博时基金管理有限公司,接收材料@20230809-->补正通知@20230811-->
534,公开募集基金变更注册-汇添富稳悦60天持有期纯债债券型证券投资基金,机构部,汇添富基金管理股份有限公司,接收材料@20230809-->受理通知@20230811-->
535,公开募集基金募集申请注册-嘉实中证国新央企现代能源交易型开放式指数证券投资基金联接基金,机构部,嘉实基金管理有限公司,接收材料@20230809-->受理通知@20230811-->行政许可决定书@20230907-->
536,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,江苏诺泰澳赛诺生物制药股份有限公司,接收材料@20230809-->
537,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,深圳市翔丰华科技股份有限公司,接收材料@20230809-->
538,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,宁波震裕科技股份有限公司,接收材料@20230809-->
539,公开募集基金募集申请注册-鹏扬消费量化选股混合型证券投资基金,机构部,鹏扬基金管理有限公司,接收材料@20230809-->受理通知@20230811-->
540,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,深圳市豪鹏科技股份有限公司,接收材料@20230808-->
541,上市公司向特定对象发行股票注册,发行部,国光电器股份有限公司,接收材料@20230808-->
542,公开募集基金募集申请注册-太平福安稳健养老目标一年持有期混合型基金中基金(FOF),机构部,太平基金管理有限公司,接收材料@20230808-->受理通知@20230810-->
543,期货公司期货交易咨询业务许可,期货部,东方汇金期货有限公司,接收材料@20230809-->补正通知@20230811-->补正材料交接@NA-->接收补正材料@20230818-->受理通知@20230821-->一次书面反馈@20230927-->
544,上市公司向特定对象发行股票注册,发行部,北京建工环境修复股份有限公司,接收材料@20230808-->
545,公开募集基金募集申请注册-财通数字经济智选混合型发起式证券投资基金,机构部,财通基金管理有限公司,接收材料@20230808-->受理通知@20230815-->行政许可决定书@20230907-->
546,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,三羊马（重庆）物流股份有限公司,接收材料@20230808-->
547,公开募集基金募集申请注册-博时中证软件服务指数型发起式证券投资基金,机构部,博时基金管理有限公司,接收材料@20230807-->受理通知@20230810-->行政许可决定书@20230828-->
548,上市公司向特定对象发行股票注册,发行部,无锡智能自控工程股份有限公司,接收材料@20230807-->
549,上市公司发行股票（含可转换为股票的公司债券等证券）购买资产注册,上市部,江苏长龄液压股份有限公司,接收材料@20230807-->
550,公开募集基金募集申请注册-富国中证通信设备主题交易型开放式指数证券投资基金,机构部,富国基金管理有限公司,接收材料@20230925-->受理通知@20230926-->
551,公开募集基金募集申请注册-天弘长三角主题债券型发起式证券投资基金,机构部,天弘基金管理有限公司,接收材料@20230919-->补正通知@20230922-->
552,公开募集基金变更注册-东方享悦90天滚动持有债券型证券投资基金,机构部,东方基金管理股份有限公司,接收材料@20230830-->
553,股份公司向特定对象发行股票导致证券持有人累计超过200人或股东人数超过200人的非上市公众公司向特定对象发行股票注册,公众公司部,秦皇岛银行股份有限公司,接收材料@20230815-->补正通知@20230821-->补正材料交接@NA-->接收补正材料@20230831-->受理通知@20230831-->一次书面反馈@20230907-->书面回复交接@NA-->接收书面回复@20231013-->
554,公开募集基金募集申请注册-银华上证科创板100交易型开放式指数证券投资基金,机构部,银华基金管理股份有限公司,接收材料@20230810-->受理通知@20230811-->行政许可决定书@20230821-->
555,公开募集基金募集申请注册-博时上证科创板100交易型开放式指数证券投资基金,机构部,博时基金管理有限公司,接收材料@20230810-->受理通知@20230811-->行政许可决定书@20230821-->
556,公开募集基金募集申请注册-华泰紫金远见回报12个月持有期混合型证券投资基金,机构部,华泰证券（上海）资产管理有限公司,接收材料@20230810-->受理通知@20230811-->
557,公开募集基金募集申请注册-宏利伴盈66个月封闭式债券型证券投资基金,机构部,宏利基金管理有限公司,接收材料@20230807-->补正通知@20230810-->
558,公开募集基金募集申请注册-鹏华远见精选混合型发起式证券投资基金,机构部,鹏华基金管理有限公司,接收材料@20230807-->补正通知@20230810-->接收补正材料@20230908-->受理通知@20230911-->
559,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,宁波旭升集团股份有限公司,接收材料@20230807-->
560,上市公司向特定对象发行股票注册,发行部,江苏博迁新材料股份有限公司,接收材料@20230805-->
561,向不特定合格投资者公开发行股票并在北京证券交易所上市注册,公众公司部,深圳市富恒新材料股份有限公司,接收材料@20230804-->
562,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,协鑫能源科技股份有限公司,接收材料@20230804-->
563,公司首次公开发行股票注册,发行部,上海汽车空调配件股份有限公司,接收材料@20230804-->
564,公司首次公开发行股票注册,发行部,湘潭永达机械制造股份有限公司,接收材料@20230804-->
565,公开募集基金募集申请注册-万家标普石油天然气勘探及生产精选行业交易型开放式指数证券投资基金（QDII）,机构部,万家基金管理有限公司,接收材料@20230804-->补正通知@20230810-->
566,公开募集基金募集申请注册-融通中证港股通科技指数证券投资基金,机构部,融通基金管理有限公司,接收材料@20230804-->补正通知@20230810-->
567,公开募集基金募集申请注册-万家创业板综合交易型开放式指数证券投资基金,机构部,万家基金管理有限公司,接收材料@20230804-->受理通知@20230810-->行政许可决定书@20230817-->
568,公开募集基金募集申请注册-汇添富增强回报债券型证券投资基金,机构部,汇添富基金管理股份有限公司,接收材料@20230804-->受理通知@20230810-->
569,公开募集基金募集申请注册-格林泓卓纯债债券型证券投资基金,机构部,格林基金管理有限公司,接收材料@20230804-->受理通知@20230810-->
570,公开募集基金募集申请注册-华夏罗素2000交易型开放式指数证券投资基金（QDII）,机构部,华夏基金管理有限公司,接收材料@20230804-->补正通知@20230810-->
571,公开募集基金募集申请注册-国投瑞银恒扬30天持有期债券型证券投资基金,机构部,国投瑞银基金管理有限公司,接收材料@20230804-->受理通知@20230810-->
572,公开募集基金募集申请注册-华商安恒债券型证券投资基金,机构部,华商基金管理有限公司,接收材料@20230804-->受理通知@20230810-->
573,公开募集基金募集申请注册-国新国证智选进取6个月定期开放混合型发起式基金中基金（FOF）,机构部,国新国证基金管理有限公司,接收材料@20230804-->受理通知@20230810-->
574,公司首次公开发行股票注册,发行部,合肥雪祺电气股份有限公司,接收材料@20230804-->
575,公司首次公开发行股票注册,发行部,南京肯特复合材料股份有限公司,接收材料@20230804-->
576,上市公司向特定对象发行股票注册,发行部,佛山电器照明股份有限公司,接收材料@20230804-->
577,公司首次公开发行股票注册,发行部,安邦护卫集团股份有限公司,接收材料@20230804-->
578,上市公司向特定对象发行股票注册,发行部,郑州千味央厨食品股份有限公司,接收材料@20230804-->
579,公司首次公开发行股票注册,发行部,上海锦江航运（集团）股份有限公司,接收材料@20230804-->
580,公开募集基金募集申请注册-蜂巢稳鑫90天持有期债券型证券投资基金,机构部,蜂巢基金管理有限公司,接收材料@20230804-->补正通知@20230810-->接收补正材料@20230904-->受理通知@20231017-->
581,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,江苏丽岛新材料股份有限公司,接收材料@20230803-->
582,公开募集基金募集申请注册-信澳恒瑞9个月持有期混合型证券投资基金,机构部,信达澳亚基金管理有限公司,接收材料@20230804-->受理通知@20230810-->
583,上市公司向特定对象发行股票注册,发行部,江西煌上煌集团食品股份有限公司,接收材料@20230803-->
584,上市公司向特定对象发行股票注册,发行部,厚普清洁能源（集团）股份有限公司,接收材料@20230803-->
585,公开募集基金募集申请注册-融通国企改革混合型证券投资基金,机构部,融通基金管理有限公司,接收材料@20230803-->补正通知@20230808-->
586,公开募集基金募集申请注册-易方达中证港股通中国100交易型开放式指数证券投资基金发起式联接基金,机构部,易方达基金管理有限公司,接收材料@20230803-->受理通知@20230808-->行政许可决定书@20230828-->
587,公开募集基金募集申请注册-湘财医药健康混合型证券投资基金,机构部,湘财基金管理有限公司,接收材料@20230803-->受理通知@20230808-->行政许可决定书@20230907-->
588,公开募集基金募集申请注册-中航恒宇港股通价值优选混合型发起式证券投资基金,机构部,中航基金管理有限公司,接收材料@20230803-->受理通知@20230808-->行政许可决定书@20230822-->
589,公开募集基金募集申请注册-景顺长城国证港股通红利低波动率交易型开放式指数证券投资基金,机构部,景顺长城基金管理有限公司,接收材料@20230803-->补正通知@20230808-->接收补正材料@20230920-->
590,公开募集基金募集申请注册-大成红利汇聚混合型证券投资基金,机构部,大成基金管理有限公司,接收材料@20230803-->受理通知@20230808-->行政许可决定书@20230817-->
591,合格境外投资者资格许可,机构部,诺伊曼咨询香港有限公司,接收材料@20230803-->受理通知@20230803-->行政许可决定书@20230809-->
592,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,中能电气股份有限公司,接收材料@20230802-->
593,上市公司向特定对象发行股票注册,发行部,无锡市德科立光电子技术股份有限公司,接收材料@20230802-->
594,公开募集基金变更注册-鹏华中证传媒交易型开放式指数证券投资基金联接基金,机构部,鹏华基金管理有限公司,接收材料@20230803-->补正通知@20230809-->接收补正材料@20230914-->受理通知@20230914-->
595,公开募集基金募集申请注册-中海丰泽债券型证券投资基金,机构部,中海基金管理有限公司,接收材料@20230802-->受理通知@20230808-->
596,上市公司向特定对象发行股票注册,发行部,青岛日辰食品股份有限公司,接收材料@20230802-->
597,上市公司向特定对象发行股票注册,发行部,博济医药科技股份有限公司,接收材料@20230802-->
598,上市公司向特定对象发行股票注册,发行部,上海微创心脉医疗科技（集团）股份有限公司,接收材料@20230801-->
599,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,威海广泰空港设备股份有限公司,接收材料@20230801-->
600,公开募集基金募集申请注册-易方达中证沪港深500交易型开放式指数证券投资基金发起式联接基金,机构部,易方达基金管理有限公司,接收材料@20231009-->受理通知@20231012-->
601,公开募集基金募集申请注册-华夏上证科创板100交易型开放式指数证券投资基金,机构部,华夏基金管理有限公司,接收材料@20230922-->受理通知@20230926-->
602,公开募集基金募集申请注册-人保民享利率债债券型证券投资基金,机构部,中国人保资产管理有限公司,接收材料@20230815-->受理通知@20230818-->
603,公开募集基金募集申请注册-博道明远混合型证券投资基金,机构部,博道基金管理有限公司,接收材料@20230811-->受理通知@20230816-->行政许可决定书@20230828-->
604,公开募集基金募集申请注册-华夏精选基金-华夏精选人民币投资级别收益基金,机构部,华夏基金（香港）有限公司,接收材料@20230809-->补正通知@20230811-->
605,公开募集基金募集申请注册-平安惠嘉纯债债券型证券投资基金,机构部,平安基金管理有限公司,接收材料@20230807-->受理通知@20230810-->
606,公开募集基金募集申请注册-摩根悦享回报6个月持有期混合型证券投资基金,机构部,摩根基金管理（中国）有限公司,接收材料@20230804-->受理通知@20230810-->
607,公开募集基金募集申请注册-嘉实匠心严选混合型证券投资基金,机构部,嘉实基金管理有限公司,接收材料@20230802-->受理通知@20230808-->行政许可决定书@20230821-->
608,合格境外投资者资格许可,机构部,翌星资本私人有限公司,接收材料@20230801-->受理通知@20230801-->一次书面反馈@20230808-->
609,公开募集基金募集申请注册-山西证券裕襄一年定期开放债券型发起式证券投资基金,机构部,山西证券股份有限公司,接收材料@20230801-->补正通知@20230808-->
610,上市公司向特定对象发行股票注册,发行部,南华生物医药股份有限公司,接收材料@20230801-->
611,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,广州市金钟汽车零件股份有限公司,接收材料@20230801-->
612,公开募集基金募集申请注册-格林聚利增强债券型证券投资基金,机构部,格林基金管理有限公司,接收材料@20230801-->受理通知@20230808-->
613,公开募集基金募集申请注册-易方达中证数字经济主题交易型开放式指数证券投资基金,机构部,易方达基金管理有限公司,接收材料@20230801-->受理通知@20230808-->
614,上市公司向特定对象发行股票注册,发行部,苏州天禄光科技股份有限公司,接收材料@20230801-->
615,公司首次公开发行股票注册,发行部,北京京仪自动化装备技术股份有限公司,接收材料@20230801-->
616,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,深圳信测标准技术服务股份有限公司,接收材料@20230801-->
617,公开募集基金募集申请注册-汇丰晋信宏观周期动力混合型证券投资基金,机构部,汇丰晋信基金管理有限公司,接收材料@20230801-->补正通知@20230808-->
618,向不特定合格投资者公开发行股票并在北京证券交易所上市注册,公众公司部,广东力王新能源股份有限公司,接收材料@20230801-->
619,向不特定合格投资者公开发行股票并在北京证券交易所上市注册,公众公司部,江苏科强新材料股份有限公司,接收材料@20230801-->
620,上市公司向特定对象发行股票注册,发行部,深圳市长盈精密技术股份有限公司,接收材料@20230801-->
621,股份公司向特定对象发行股票导致证券持有人累计超过200人或股东人数超过200人的非上市公众公司向特定对象发行股票注册,公众公司部,上海泽生科技开发股份有限公司,接收材料@20230801-->受理通知@20230802-->行政许可决定书@20230821-->
622,公募基金管理公司设立境内子公司审批,机构部,华夏基金管理有限公司,接收材料@20230801-->补正通知@20230807-->
623,股份公司向特定对象发行股票导致证券持有人累计超过200人或股东人数超过200人的非上市公众公司向特定对象发行股票注册,公众公司部,安庆农村商业银行股份有限公司,接收材料@20230801-->受理通知@20230808-->行政许可决定书@20230825-->
624,股份公司向特定对象发行股票导致证券持有人累计超过200人或股东人数超过200人的非上市公众公司向特定对象发行股票注册,公众公司部,惠州市恒泰科技股份有限公司,接收材料@20230801-->受理通知@20230807-->行政许可决定书@20230821-->
625,合格境外投资者资格许可,机构部,富邦基金管理（香港）有限公司,接收材料@20230801-->受理通知@20230801-->一次书面反馈@20230807-->
626,公开募集基金募集申请注册-上银慧诚利60天持有期债券型证券投资基金,机构部,上银基金管理有限公司,接收材料@20230801-->受理通知@20230808-->
627,股份公司向特定对象发行股票导致证券持有人累计超过200人或股东人数超过200人的非上市公众公司向特定对象发行股票注册,公众公司部,广东天波信息技术股份有限公司,接收材料@20230801-->受理通知@20230802-->行政许可决定书@20230821-->
628,公开募集基金募集申请注册-中银卓享一年定期开放债券型发起式证券投资基金,机构部,中银基金管理有限公司,接收材料@20230801-->受理通知@20230808-->
629,公开募集基金募集申请注册-上银丰瑞一年持有期混合型发起式证券投资基金,机构部,上银基金管理有限公司,接收材料@20230731-->受理通知@20230804-->
630,公开募集基金募集申请注册-华安中证全球半导体产业指数型发起式证券投资基金（QDII）,机构部,华安基金管理有限公司,接收材料@20230731-->补正通知@20230804-->
631,上市公司向特定对象发行股票注册,发行部,上海卓然工程技术股份有限公司,接收材料@20230731-->
632,公开募集基金募集申请注册-兴证全球责任投资债券型证券投资基金,机构部,兴证全球基金管理有限公司,接收材料@20230731-->
633,公司首次公开发行股票注册,发行部,浙江宏鑫科技股份有限公司,接收材料@20230731-->
634,公司首次公开发行股票注册,发行部,浙江夏厦精密制造股份有限公司,接收材料@20230728-->
635,公司首次公开发行股票注册,发行部,宁波索宝蛋白科技股份有限公司,接收材料@20230728-->
636,合格境外投资者资格许可,机构部,卡普拉投资管理公司,接收材料@20230731-->受理通知@20230731-->行政许可决定书@20230809-->
637,公司首次公开发行股票注册,发行部,深圳市骏鼎达新材料股份有限公司,接收材料@20230728-->
638,上市公司向特定对象发行股票注册,发行部,广东德联集团股份有限公司,接收材料@20230728-->
639,上市公司向特定对象发行股票注册,发行部,宁夏东方钽业股份有限公司,接收材料@20230728-->
640,公开募集基金募集申请注册-鹏华中证全指公用事业交易型开放式指数证券投资基金,机构部,鹏华基金管理有限公司,接收材料@20230728-->补正通知@20230804-->接收补正材料@20230922-->受理通知@20230922-->
641,公开募集基金募集申请注册-华商品质价值混合型证券投资基金,机构部,华商基金管理有限公司,接收材料@20230728-->受理通知@20230804-->行政许可决定书@20230811-->
642,公司首次公开发行股票注册,发行部,绍兴兴欣新材料股份有限公司,接收材料@20230728-->
643,公开募集基金募集申请注册-光大保德信鼎利90天滚动持有债券型证券投资基金,机构部,光大保德信基金管理有限公司,接收材料@20230728-->受理通知@20230804-->
644,公司首次公开发行股票注册,发行部,大连达利凯普科技股份公司,接收材料@20230728-->
645,公司首次公开发行股票注册,发行部,美新科技股份有限公司,接收材料@20230728-->
646,公司首次公开发行股票注册,发行部,浙江鼎龙科技股份有限公司,接收材料@20230728-->
647,公司首次公开发行股票注册,发行部,广东欧莱高新材料股份有限公司,接收材料@20230728-->
648,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,上海雅创电子集团股份有限公司,接收材料@20230727-->
649,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,苏州宇邦新型材料股份有限公司,接收材料@20230727-->
650,公开募集基金募集申请注册-永赢璟利债券型证券投资基金,机构部,永赢基金管理有限公司,接收材料@20230815-->补正通知@20230818-->接收补正材料@20230904-->受理通知@20230907-->
651,公开募集基金募集申请注册-摩根标普港股通低波红利交易型开放式指数证券投资基金,机构部,摩根基金管理（中国）有限公司,接收材料@20230801-->补正通知@20230808-->接收补正材料@20230829-->受理通知@20230907-->行政许可决定书@20230905-->
652,公开募集基金募集申请注册-汇泉安阳纯债债券型证券投资基金,机构部,汇泉基金管理有限公司,接收材料@20230731-->补正通知@20230804-->接收补正材料@20230830-->受理通知@20230901-->
653,股份公司向特定对象发行股票导致证券持有人累计超过200人或股东人数超过200人的非上市公众公司向特定对象发行股票注册,公众公司部,江西玉山农村商业银行股份有限公司,接收材料@20230731-->受理通知@20230807-->一次书面反馈@20230816-->书面回复交接@NA-->接收书面回复@20230831-->行政许可决定书@20230830-->
654,公开募集基金募集申请注册-华夏智胜优选混合型发起式证券投资基金,机构部,华夏基金管理有限公司,接收材料@20230731-->受理通知@20230804-->
655,合格境外投资者资格许可,机构部,富乔鑫资本（新加坡）有限公司,接收材料@20230731-->受理通知@20230731-->一次书面反馈@20230807-->
656,公开募集基金募集申请注册-海富通中债0-2年政策性金融债指数证券投资基金,机构部,海富通基金管理有限公司,接收材料@20230728-->受理通知@20230804-->
657,公开募集基金募集申请注册-融通增惠60天持有期债券型证券投资基金,机构部,融通基金管理有限公司,接收材料@20230728-->补正通知@20230804-->
658,公开募集基金募集申请注册-博时卓越优选混合型证券投资基金,机构部,博时基金管理有限公司,接收材料@20230728-->受理通知@20230804-->行政许可决定书@20230811-->
659,公开募集基金募集申请注册-国联安双月享60天持有期纯债债券型证券投资基金,机构部,国联安基金管理有限公司,接收材料@20230728-->受理通知@20230804-->
660,公开募集基金募集申请注册-汇添富丰穗60天持有期债券型证券投资基金,机构部,汇添富基金管理股份有限公司,接收材料@20230728-->受理通知@20230804-->
661,公开募集基金募集申请注册-渤海汇金1个月滚动持有债券型发起式证券投资基金,机构部,渤海汇金证券资产管理有限公司,接收材料@20230728-->受理通知@20230804-->
662,公开募集基金募集申请注册-长盛悦鑫60天持有期纯债债券型证券投资基金,机构部,长盛基金管理有限公司,接收材料@20230728-->受理通知@20230804-->
663,股份公司向特定对象发行股票导致证券持有人累计超过200人或股东人数超过200人的非上市公众公司向特定对象发行股票注册,公众公司部,湖南保靖农村商业银行股份有限公司,接收材料@20230728-->补正通知@20230804-->补正材料交接@NA-->接收补正材料@20230817-->受理通知@20230817-->一次书面反馈@20230829-->书面回复交接@NA-->接收书面回复@20230920-->行政许可决定书@20230926-->
664,公开募集基金募集申请注册-交银施罗德医疗健康混合型发起式证券投资基金,机构部,交银施罗德基金管理有限公司,接收材料@20230728-->受理通知@20230804-->行政许可决定书@20230821-->
665,公开募集基金募集申请注册-富国安和120天持有期债券型发起式证券投资基金,机构部,富国基金管理有限公司,接收材料@20230728-->受理通知@20230804-->
666,公开募集基金募集申请注册-融通臻心混合型证券投资基金,机构部,融通基金管理有限公司,接收材料@20230728-->补正通知@20230804-->
667,公开募集基金募集申请注册-湘财鑫睿债券型证券投资基金,机构部,湘财基金管理有限公司,接收材料@20230728-->受理通知@20230804-->
668,上市公司向特定对象发行股票注册,发行部,吉林电力股份有限公司,接收材料@20230727-->
669,公开募集基金募集申请注册-国泰中证半导体材料设备主题交易型开放式指数证券投资基金发起式联接基金,机构部,国泰基金管理有限公司,接收材料@20230728-->受理通知@20230804-->行政许可决定书@20230911-->
670,公开募集基金变更注册-富国创业板交易型开放式指数证券投资基金联接基金,机构部,富国基金管理有限公司,接收材料@20230728-->受理通知@20230804-->
671,公开募集基金募集申请注册-兴业添盈债券型证券投资基金,机构部,兴业基金管理有限公司,接收材料@20230728-->受理通知@20230804-->
672,上市公司发行股票（含可转换为股票的公司债券等证券）购买资产注册,上市部,洛阳新强联回转支承股份有限公司,接收材料@20230727-->
673,公开募集基金募集申请注册-信澳臻享债券型证券投资基金,机构部,信达澳亚基金管理有限公司,接收材料@20230728-->受理通知@20230804-->
674,从事公募基金销售的机构注册,机构部,国泰君安期货有限公司,接收材料@20230728-->受理通知@20230804-->一次书面反馈@20230808-->
675,公开募集基金募集申请注册-惠升中债7-10年政策性金融债指数证券投资基金,机构部,惠升基金管理有限责任公司,接收材料@20230726-->受理通知@20230801-->
676,公开募集基金募集申请注册-富国匠心成长混合型证券投资基金,机构部,富国基金管理有限公司,接收材料@20230726-->受理通知@20230801-->行政许可决定书@20230817-->
677,公开募集基金募集申请注册-国泰MSCI中国A股在岸小盘交易型开放式指数证券投资基金,机构部,国泰基金管理有限公司,接收材料@20230726-->补正通知@20230801-->
678,公开募集基金募集申请注册-银河中债0-3年政策性金融债指数证券投资基金,机构部,银河基金管理有限公司,接收材料@20230726-->受理通知@20230801-->
679,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,上海艾录包装股份有限公司,接收材料@20230726-->
680,合格境外投资者资格许可,机构部,量锋资产管理私人有限公司,接收材料@20230726-->受理通知@20230726-->行政许可决定书@20230803-->
681,公开募集基金募集申请注册-南方中证港股通汽车产业主题交易型开放式指数证券投资基金,机构部,南方基金管理股份有限公司,接收材料@20230725-->补正通知@20230801-->
682,上市公司向特定对象发行股票注册,发行部,贵州红星发展股份有限公司,接收材料@20230725-->
683,公开募集基金募集申请注册-易方达恒生港股通高股息低波动交易型开放式指数证券投资基金,机构部,易方达基金管理有限公司,接收材料@20230725-->受理通知@20230801-->行政许可决定书@20230821-->
684,公开募集基金募集申请注册-惠升和荣90天滚动持有期中短债债券型证券投资基金,机构部,惠升基金管理有限责任公司,接收材料@20230725-->受理通知@20230801-->
685,上市公司向不特定对象发行可转换为股票的公司债券注册,发行部,山东省章丘鼓风机股份有限公司,接收材料@20230725-->
686,公开募集基金募集申请注册-信澳新材料精选混合型证券投资基金,机构部,信达澳亚基金管理有限公司,接收材料@20230725-->受理通知@20230801-->行政许可决定书@20230821-->
687,公开募集基金募集申请注册-嘉实标普科技精选行业标准交易型开放式指数证券投资基金（QDII）,机构部,嘉实基金管理有限公司,接收材料@20230725-->
688,上市公司向特定对象发行股票注册,发行部,共达电声股份有限公司,接收材料@20230724-->
689,上市公司向特定对象发行股票注册,发行部,国新健康保障服务集团股份有限公司,接收材料@20230724-->
690,公开募集基金募集申请注册-融通中证诚通央企红利交易型开放式指数证券投资基金,机构部,融通基金管理有限公司,接收材料@20230724-->补正通知@20230727-->
691,公开募集基金募集申请注册-融通中证诚通央企ESG交易型开放式指数证券投资基金,机构部,融通基金管理有限公司,接收材料@20230724-->补正通知@20230727-->
692,公开募集基金募集申请注册-财通安泰90天滚动持有债券型证券投资基金,机构部,财通基金管理有限公司,接收材料@20230724-->受理通知@20230727-->
693,合格境外投资者资格许可,机构部,能敬资本管理有限公司,接收材料@20230724-->受理通知@20230724-->一次书面反馈@20230801-->
694,公司首次公开发行股票注册,发行部,江苏天元智能装备股份有限公司,接收材料@20230721-->
695,上市公司向特定对象发行股票注册,发行部,营口金辰机械股份有限公司,接收材料@20230721-->
696,公开募集基金募集申请注册-大成臻享研选混合型证券投资基金,机构部,大成基金管理有限公司,接收材料@20230721-->受理通知@20230727-->
697,公开募集基金募集申请注册-国投瑞银和景180天持有期债券型证券投资基金,机构部,国投瑞银基金管理有限公司,接收材料@20230721-->受理通知@20230727-->
698,公司首次公开发行股票注册,发行部,无锡盛景微电子股份有限公司,接收材料@20230721-->
699,公司首次公开发行股票注册,发行部,麦加芯彩新材料科技（上海）股份有限公司,接收材料@20230721-->
700,公开募集基金募集申请注册-广发中证汽车电子产业交易型开放式指数证券投资基金,机构部,广发基金管理有限公司,接收材料@20231010-->补正通知@20231017-->
701,公开募集基金募集申请注册-广发中证2000交易型开放式指数证券投资基金,机构部,广发基金管理有限公司,接收材料@20230811-->受理通知@20230816-->行政许可决定书@20230825-->
702,股份公司向特定对象发行股票导致证券持有人累计超过200人或股东人数超过200人的非上市公众公司向特定对象发行股票注册,公众公司部,浙江沪杭甬高速公路股份有限公司,接收材料@20230801-->受理通知@20230808-->一次书面反馈@20230815-->书面回复交接@NA-->接收书面回复@20231016-->
703,公开募集基金募集申请注册-摩根聚利短债债券型证券投资基金,机构部,摩根基金管理（中国）有限公司,接收材料@20230728-->受理通知@20230804-->一次书面反馈@20230811-->
704,公开募集基金募集申请注册-华夏纳斯达克生物科技交易型开放式指数证券投资基金（QDII）,机构部,华夏基金管理有限公司,接收材料@20230726-->
705,公开募集基金募集申请注册-创金合信启富优选股票型发起式证券投资基金,机构部,创金合信基金管理有限公司,接收材料@20230726-->受理通知@20230801-->行政许可决定书@20230817-->
